0,1,2,3
"[Updated] Rafizi: Govt thrives sans Azmin, Hamzah","PUTRAJAYA: PKR deputy president Rafizi Ramli said the government was much better without two Opposition figures, Datuk Seri Mohamed Azmin Ali and Datuk Seri Hamzah Zainuddin.",2023-11-26,Politics
"Remember what Felda has done for you, Ahmad Said tells Kemaman voters","CHUKAI: The comfortable life led by Felda settlers today did not just come rolling in, but is the result of the vision of previous Umno leaders who thought of a way of providing Malaysians a better life by taking them out of poverty, says Terengganu Umno chairman Datuk Seri Ahmad Said.",2023-11-26,Politics
"Remember what Felda has done for you, Ahmad Said tells Kemaman voters","CHUKAI: The comfortable life led by Felda settlers today did not just come rolling in, but is the result of the vision of previous Umno leaders who thought of a way of providing Malaysians a better life by taking them out of poverty, says Terengganu Umno chairman Datuk Seri Ahmad Said.",2023-11-26,Politics
"Kemaman by-election: Voters must exercise wisdom, choose the right candidate - Mohamad","SEREMBAN: Voters in the Kemaman, Terengganu parliamentary constituency, must exercise wisdom and choose a candidate who is with a party aligned with the unity government in the upcoming by-election, says Umno Deputy President Datuk Seri Mohamad Hasan.",2023-11-26,Politics
PKR VP: Govt must shift focus to fulfil promises,"PUTRAJAYA: The administration has spent the last year stabilising the government, and must now focus on fulfilling its promises, said PKR vice-president Chang Lih Kang.",2023-11-26,Politics
PKR VP emphasises importance of meritocracy in protecting minority interests,PUTRAJAYA: PKR vice-president Awang Husaini Sahari emphasised the importance of meritocracy in protecting the interests of minority communities in the country.,2023-11-26,Politics
Guan Eng slams Muhyiddin for party presidency U-turn,KUALA LUMPUR: DAP chairman Lim Guan Eng has slammed Bersatu president Tan Sri Muhyiddin Yassin for his U-turn on the party presidency.,2023-11-26,Politics
"Don't be a hypocrite, Saifuddin tells PN over concerts","PUTRAJAYA: PKR secretary-general Datuk Seri Saifuddin Nasution Ismail clapped back at Perikatan Nasional (PN), saying that the opposition coalition was being hypocritical over its policies related to concerts.",2023-11-26,Politics
PKR delegate wants MoE to establish committee for monitoring anti-establishment teachers,PUTRAJAYA: A PKR delegate has urged the Education Ministry to set up a committee to monitor anti-establishment teachers.,2023-11-26,Politics
"Avoid threats and fear when engaging with Malays, emphasise knowledge and compelling arguments: Amirudin","PUTRAJAYA: Do not approach the Malays with threats and fear, but reach to them through knowledge and compelling arguments, said Datuk Seri Amirudin Shari.",2023-11-26,Politics
"Don't look down on Kelantan, Terengganu, says PKR VP","PUTRAJAYA: PKR vice president Nik Nazmi Nik Ahmad warned delegates and party members to avoid being condescending to people in opposition-led states, particularly Kelantan and Terengganu.",2023-11-26,Politics
PHRS to heed Hajiji's advice on upcoming Sabah election seats,"TAWAU: Parti Harapan Rakyat Sabah (PHRS) will adhere to Gabungan Rakyat Sabah (GRS) coalition’s decision on seat negotiations for the upcoming state election, said its president Tan Sri Liew Yun Fah. ",2023-11-26,Politics
Kemaman by-election: Former BN sec-gen foresees Pas' potential to govern Malaysia,KEMAMAN: Tan Sri Annuar Musa today said he believed in the strength and capacity of Pas to potentially take the reins of governance in the next general election.,2023-11-26,Politics
PH Sidam assemblyman becomes Kedah's first non-Malay opposition leader,"ALOR STAR: From being the first Siamese community elected representative, Pakatan Harapan Sidam assemblyman, Bau Wong Bau Ek is now the Kedah state legislative assembly's first non-Malay opposition leader.",2023-11-26,Politics
"Resign if you can't work together, Loke tells Selangor DAP reps",KUALA LUMPUR: DAP secretary-general Anthony Loke Siew Fook called the party's Selangor representatives to resign if they cannot work together.,2023-11-26,Politics
"Kemaman by-election: Put aside political ideologies when picking candidate in Kemaman, says Umno sec-gen to voters","KEMAMAN: Voters must set aside political ideologies by giving Tan Sri Raja Mohamed Affandi Raja Mohamed Noor, who is representing the unity government, the mandate to represent their voices in the Kemaman parliamentary seat by-election on Dec 2.",2023-11-26,Politics
"Muhyiddin's announcement to relinquish presidency and withdraw mirrors Dr M's move in 2002, say political observers",KUALA LUMPUR: Political observers say Bersatu Tan Sri Muhyiddin Yassin's announcement to relinquish the presidency and then withdraw it was an attempt to mimic Tun Dr Mahathir Mohamad's move in 2002.,2023-11-26,Politics
Kemaman by-election: An army man's journey to win the hearts of voters in Kemaman,KEMAMAN: A true soldier does not admit defeat before going into the battleground and that is exactly what Tan Sri Raja Mohamed Affandi Raja Mohamed Noor is doing.,2023-11-26,Politics
Kemaman by-election: Indian community wants MP to also be the voice of the minority,"CHUKAI: They are not big in number, but the Indian community in Kemaman, a district in the south of Terengganu, wants the candidate elected as their parliamentary representative in this by-election to be vocal enough to raise the voice of the minority at the federal level.",2023-11-26,Politics
"PKR Congress: Delegate wants quota of vice-president post for Sabah, Sarawak",PUTRAJAYA: Sarawak PKR has proposed amendments to the party constitution to provide a quota for the appointment of vice presidents from Sabah and Sarawak.,2023-11-26,Politics
PKR Congress: Anwar's era open to discuss MA63,"PUTRAJAYA: The unity government under the leadership of Prime Minister Datuk Seri Anwar Ibrahim, who is PKR president, is open to discussing and is consistent in fighting for the agenda in the Malaysia Agreement 1963 (MA63).",2023-11-26,Politics
Sidam assemblyman is Kedah opposition leader,"ALOR STAR: Sidam assemblyman Bau Wong Bau Ek was named the new opposition leader for the Kedah state assembly at the Second Meeting of the 15th Kedah State Assembly at Wisma Darul Aman here, today.",2023-11-26,Politics
Sidam assemblyman is Kedah opposition leader,"ALOR STAR: Sidam assemblyman Bau Wong Bau Ek was named the new opposition leader for the Kedah state assembly at the Second Meeting of the 15th Kedah State Assembly at Wisma Darul Aman here, today.",2023-11-26,Politics
"Govt must promptly respond to criticisms on 'unpopular decisions', says PKR official","PUTRAJAYA: The unity government needs to swiftly respond to any criticisms directed at the administration's ""unpopular decisions,” said a PKR official today, delivering a subtle critique of the present administration.",2023-11-26,Politics
PKR delegate advocates for grassroots inclusion in political appointments,PUTRAJAYA: PKR top leadership holding positions in the government should acknowledge and honour the grassroots structure when making political appointments.,2023-11-26,Politics
Muhyiddin 'the key' to Bersatu's empowerment,JOHOR BARU: Johor chapter Bersatu emphasised that the party has sufficient credible leaders yet its president Tan Sri Muhyiddin Yassin plays a crucial role in empowering the party.,2023-11-26,Politics
PM reminds current leadership to learn from past mistakes,"PUTRAJAYA: Prime Minister Datuk Seri Anwar Ibrahim said the then leadership were forced to push the narrative of ""normalising"" the commitment towards the International Convention on the Elimination of All Forms of Racial Discrimination (ICERD) and Rome Statute without proper consultation.",2023-11-26,Politics
Anwar says ready to confront those questioning his defence of DAP,"PUTRAJAYA: Prime Minister Datuk Seri Anwar Ibrahim is willing to face anyone who questioned his defence towards DAP, a component party in the unity government.",2023-11-26,Politics
"Kemaman by-election: Campaign takes nasty turn, Pas decries accusation of Hadi skinny dipping in ""kolah""","KEMAMAN: Pas has slammed Terengganu Umno liaison committee chairman Datuk Seri Dr Ahmad Said over his disgusting accusation against Pas president Tan Sri Abdul Hadi Awang, claiming the latter had taken a dip without his clothes in a 'kolah (ablution pool)' at the Rusila mosque in Marang several years ago.",2023-11-25,Politics
"Unlike Bersatu's drama, Saifuddin says PKR congress will focus on the nation","PUTRAJAYA: In a direct critique aimed at its political nemesis in Bersatu, PKR secretary-general Datuk Seri Saifuddin Nasution mocked the opposition party's president Tan Sri Muhyiddin Yassin's back and forth over the decision to retain his position.",2023-11-25,Politics
"Muhyiddin's u-turn a calculated move, say analysts",KUALA LUMPUR: Tan Sri Muhyiddin Yassin’s about-turn to defend the Parti Pribumi Bersatu Malaysia presidency was probably a calculated move to avoid further problems within the party.,2023-11-25,Politics
"""If you're not sincere, just leave the unity government"", says PKR man","PUTRAJAYA: In a fiery speech warning its allies in the unity government, a PKR leader said those not aligned with Prime Minister Datuk Seri Anwar Ibrahim should just leave the ruling coalition.",2023-11-25,Politics
Bersatu deputy president accepts errors in nominating disloyal candidates,SHAH ALAM: Parti Pribumi Bersatu Malaysia (Bersatu) deputy president Datuk Seri Faizal Azumu admitted today that he had made mistakes in fielding certain candidates during the last election. ,2023-11-25,Politics
"We need more members if we want to replace Umno, Bersatu division leaders told",SHAH ALAM: Parti Pribumi Bersatu Malaysia (Bersatu) division leaders are warned not to be 'territorial' when it comes to the establishment of branches in their respective divisions.,2023-11-25,Politics
"""This is no gimmick,"" says Muhyiddin over decision to defend the president's post",SHAH ALAM: Tan Sri Muhyiddin Yassin firmly refuted allegations that his recent announcement about not defending his position in the upcoming party poll was a mere gimmick. ,2023-11-25,Politics
"Kemaman by-election: Big plans in store for Dr Sam, says Pas deputy chief",KEMAMAN: Pas is hinting that they have bigger plans ahead for Terengganu Menteri Besar Datuk Seri Dr Ahmad Samsuri Mokhtar who was named as Perikatan Nasional’s (PN) candidate for the Kemaman parliamentary seat by-election on Dec 2.,2023-11-25,Politics
Kemaman by-election: BN's candidate faces digital impersonation as fake FB account emerges,"KEMAMAN: Barisan Nasional(BN)'s Kemaman parliamentary seat by-election candidate, General (Rtd) Tan Sri Raja Mohamed Affandi Raja Mohamed Noor, was caught by surprise today when he found a fake Facebook (FB) account sharing postings about his campaign.",2023-11-25,Politics
"'Muhyiddin is the one stuck in the dead-end,' says Adam Adli",PUTRAJAYA: PKR Youth chief Adam Adli Abdul Halim has chided Bersatu president Tan Sri Muhyiddin over the latter's critique of the government's economic policy.,2023-11-25,Politics
"PKR Wanita chief advocates modesty, increased female representation in M'sian politics",PUTRAJAYA: PKR Wanita chief Fadhlina Sidek has reminded party members to avoid indulging in extravagance after assuming power in government. ,2023-11-25,Politics
"Muhyiddin makes about turn, decides to stay on as Bersatu president for another term","SHAH ALAM: Just after one day announcing that he won’t defend his position, Parti Pribumi Bersatu Malaysia (Bersatu) president Tan Sri Muhyiddin Yassin today retracted his decision and announced that he will be contesting for another term. ",2023-11-25,Politics
